Chromosome	Gene name	TSS
X	SNORD3E	70846295
X	WASHC3P1	70857163
X	SLC7A3	70931096
X	SLC7A3	70931125
X	RPS23P8	70962964
X	NUTF2P7	71016905
X	RNU1-56P	71020438
X	SOCS5P4	71045470
X	SNX12	71068448
X	SNX12	71062931
X	SNX12	71068334
X	SNX12	71073426
X	SNX12	71068323
X	SNX12	71068388
X	SNX12	71068403
X	FOXO4	71095851
X	FOXO4	71096253
X	FOXO4	71096529
X	FOXO4	71099308
X	CXorf65	71106740
X	CXorf65	71106788
X	CXorf65	71104448
X	CXorf65	71106570
X	AL590764.2	71111571
X	AL590764.2	71111575
X	AL590764.2	71111529
X	IL2RG	71111550
X	IL2RG	71111577
X	IL2RG	71111606
X	IL2RG	71111631
X	IL2RG	71110162
X	IL2RG	71111448
X	IL2RG	71112108
X	IL2RG	71111560
X	IL2RG	71111554
X	MED12	71118556
X	MED12	71118596
X	MED12	71118695
X	MED12	71118835
X	MED12	71126261
X	MED12	71126374
X	MED12	71128315
X	MED12	71129183
X	MED12	71136594
X	NLGN3	71144831
X	NLGN3	71144841
X	NLGN3	71144843
X	NLGN3	71153456
X	AL590764.1	71198208
X	AL590764.1	71198195
X	AL590764.1	71198175
X	GJB1	71212811
X	GJB1	71214091
X	GJB1	71215156
X	GJB1	71215186
X	GJB1	71215212
X	GJB1	71215234
X	GJB1	71215239
X	GJB1	71215259
X	GJB1	71217652
X	GJB1	71223224
X	ZMYM3	71254140
X	ZMYM3	71255146
X	ZMYM3	71254127
X	ZMYM3	71254129
X	ZMYM3	71255060
X	ZMYM3	71244470
X	ZMYM3	71254575
X	ZMYM3	71254539
X	NONO	71254814
X	NONO	71266029
X	NONO	71283192
X	NONO	71283590
X	NONO	71283610
X	NONO	71283613
X	NONO	71283625
X	NONO	71283633
X	NONO	71283635
X	NONO	71283641
X	NONO	71283644
X	NONO	71283648
X	NONO	71283650
X	NONO	71283652
X	NONO	71283654
X	NONO	71283663
X	NONO	71283672
X	NONO	71283676
X	NONO	71283694
X	NONO	71283761
X	NONO	71284194
X	NONO	71291869
X	NONO	71291995
X	ITGB1BP2	71301750
X	ITGB1BP2	71301761
X	ITGB1BP2	71301787
X	ITGB1BP2	71303619
X	ITGB1BP2	71303792
X	ZCRB1P1	71315879
X	RHOG2P	71352418
X	TAF1	71366264
X	TAF1	71366357
X	TAF1	71377007
X	TAF1	71387086
X	TAF1	71387310
X	TAF1	71388589
X	TAF1	71394108
X	TAF1	71397253
X	TAF1	71406646
X	TAF1	71406679
X	TAF1	71423158
X	TAF1	71423978
X	TAF1	71458273
X	TAF1	71459592
X	TAF1	71459670
X	TAF1	71492312
X	Metazoa_SRP	71368666
X	AL590762.1	71414086
X	PABPN1P1	71420514
X	Y_RNA	71491167
X	INGX	71492449
X	INGX	71492928
X	SOCS6P1	71530225
X	OGT	71533104
X	OGT	71533123
X	OGT	71533128
X	OGT	71533300
X	OGT	71534301
X	OGT	71537014
X	OGT	71553621
X	OGT	71555813
X	OGT	71556456
X	OGT	71564664
X	GCNA	71578411
X	GCNA	71580285
X	GCNA	71609066
X	CXCR3	71618510
X	CXCR3	71618511
X	BX276092.7	71664271
X	BX276092.7	71665755
X	BX276092.7	71666767
X	BX276092.9	71667542
X	BX276092.9	71667804
X	BX276092.4	71691932
X	LINC00891	71697196
X	CXorf49	71716387
X	CXorf49	71718151
X	BX276092.2	71719142
X	BX276092.2	71719925
X	BX276092.6	71736703
X	BX276092.8	71744828
X	BX276092.5	71763075
X	BX276092.5	71761661
X	BX276092.5	71762433
X	CXorf49B	71763424
X	CXorf49B	71765188
X	BX276092.1	71789636
X	BX276092.3	71848775
X	BX119927.1	71873295
X	NHSL2	71910818
X	NHSL2	72027481
X	NHSL2	72069659
X	NHSL2	72079776
X	NHSL2	72133649
X	NHSL2	72144184
X	NHSL2	72134150
X	NHSL2	72132075
X	RNU6-1078P	71966074
X	RPS26P11	72044545
X	RTL5	72131901
X	RTL5	72131828
X	BX119917.1	72159845
X	PIN4	72181353
X	PIN4	72181676
X	PIN4	72181757
X	PIN4	72181765
X	PIN4	72181794
X	RN7SL388P	72198712
X	ERCC6L	72239027
X	RPS4X	72273371
X	RPS4X	72272723
X	RPS4X	72277248
X	RPS4X	72276227
X	Y_RNA	72285045
X	CITED1	72307150
X	CITED1	72307187
X	CITED1	72302868
X	CITED1	72306987
X	CITED1	72305897
X	CITED1	72305565
X	CITED1	72305892
X	CITED1	72306907
X	CITED1	72305914
X	AL133500.1	72572843
X	HDAC8	72572877
X	HDAC8	72572843
X	HDAC8	72494380
X	HDAC8	72572816
X	HDAC8	72572865
X	HDAC8	72572685
X	HDAC8	72572859
X	HDAC8	72568022
X	HDAC8	72572698
X	HDAC8	72572787
X	HDAC8	72573101
X	HDAC8	72572847
X	HDAC8	72573081
X	HDAC8	72349797
X	HDAC8	72495179
X	HDAC8	72572681
X	HDAC8	72572781
X	HDAC8	72572704
X	HDAC8	72464712
X	HDAC8	72464564
X	HDAC8	72572848
X	HDAC8	72572842
X	HDAC8	72572818
X	HDAC8	72572659
X	HDAC8	72572858
X	HDAC8	72568791
X	HDAC8	72572856
X	HDAC8	72572866
X	HDAC8	72572817
X	HDAC8	72572778
X	HDAC8	72572821
X	HDAC8	72573083
X	HDAC8	72475729
X	HDAC8	72572810
X	HDAC8	72572095
X	HDAC8	72572830
X	HDAC8	72572812
X	HDAC8	72572809
X	HDAC8	72572627
X	HDAC8	72572853
X	HDAC8	72573079
X	RNU2-68P	72377169
X	PHKA1	72714306
X	PHKA1	72714319
X	PHKA1	72714258
X	PHKA1	72714181
X	MATR3P1	72660470
X	PHKA1-AS1	72688950
X	U3	72726337
X	CAPZA1P3	72728821
X	RNU1-112P	72740869
X	DMRTC1B	72777009
X	DMRTC1B	72777148
X	DMRTC1B	72842783
X	DMRTC1B	72842968
X	DMRTC1B	72844856
X	DMRTC1B	72845139
X	DMRTC1B	72845042
X	FAM226B	72777608
X	FAM236B	72782660
X	FAM236D	72808180
X	FAM236D	72808210
X	DMRTC1	72943814
X	DMRTC1	72877864
X	DMRTC1	72875974
X	DMRTC1	72943675
X	FAM236C	72912615
X	FAM236A	72938163
X	FAM236A	72938206
X	PABPC1L2B-AS1	73002856
X	PABPC1L2B	73002939
X	PABPC1L2A	73079512
X	AL662864.1	73080167
X	NAP1L6P	73128080
X	NAP1L6P	73127735
X	NAP1L2	73214851
X	TOMM20P4	73223124
X	LRRFIP2P1	73238709
X	YWHAZP8	73274785
X	RNU6-1044P	73397637
X	CDX4	73447254
X	MORF4L1P6	73474563
X	MAP2K4P1	73563085
X	MAP2K4P1	73526155
X	RPL7P53	73535503
X	CHIC1	73563200
X	CHIC1	73563208
X	CHIC1	73563282
X	CHIC1	73563452
X	SEPHS1P4	73769248
X	TSIX	73792205
X	XIST	73851093
X	XIST	73851592
X	XIST	73826889
X	XIST	73841895
X	XIST	73826301
X	XIST	73830641
X	XIST	73852723
X	XIST	73838873
X	XIST	73841474
X	XIST	73846270
X	XIST	73844208
X	XIST	73842684
X	XIST	73847000
X	XIST	73851867
X	XIST	73851715
X	XIST	73829691
X	XIST	73844083
X	XIST	73830651
X	XIST	73831210
X	XIST	73850624
X	XIST	73832226
X	XIST	73829470
X	XIST	73831397
X	XIST	73833046
X	XIST	73833761
X	XIST	73841639
X	XIST	73826792
X	XIST	73843533
X	XIST	73844793
X	XIST	73842991
X	AL353804.4	73821724
X	AL353804.6	73831270
X	AL353804.7	73850487
X	FXYD6P3	73875068
X	FTX	74007433
X	FTX	74012945
X	FTX	74292342
X	FTX	74010951
X	FTX	74292583
X	FTX	74293459
X	FTX	74293534
X	FTX	74011468
X	FTX	74293574
X	FTX	74112334
X	FTX	74293543
X	FTX	74292075
X	FTX	74292567
X	FTX	74292594
X	FTX	74242148
X	FTX	74292359
X	FTX	74280476
X	FTX	74293568
X	FTX	74281816
X	FTX	74293530
X	FTX	74292532
X	FTX	74292595
X	FTX	74292607
X	FTX	74292620
X	FTX	74292603
X	FTX	74292064
X	FTX	74293553
X	FTX	74293514
X	FTX	74293533
X	FTX	74293552
X	FTX	74292027
X	FTX	74293521
X	FTX	74292596
X	FTX	74292516
X	FTX	74292601
X	FTX	74292373
X	FTX	74292351
X	FTX	74291875
X	FTX	74292349
X	FTX	74292588
X	FTX	74292589
X	FTX	74292051
X	FTX	74293503
X	FTX	74292079
X	FTX	74292378
X	FTX	74286326
X	FTX	74274565
X	FTX	74281777
X	FTX	74293563
X	FTX	74292358
X	FTX	74292551
X	FTX	74292562
X	FTX	74293421
X	FTX	74261523
X	FTX	74292293
X	JPX	73944184
X	JPX	73944236
X	JPX	73944322
X	JPX	73944197
X	JPX	73944324
X	JPX	73944327
X	JPX	73944328
X	JPX	73944339
X	JPX	73944317
X	JPX	73944346
X	JPX	73944342
X	JPX	73944367
X	JPX	73944341
X	JPX	73944325
X	JPX	73944318
X	JPX	73944311
X	JPX	73944326
X	JPX	73944373
X	JPX	73944333
X	JPX	73998428
X	JPX	73994558
X	JPX	73944182
X	JPX	73944351
X	JPX	73944583
X	JPX	73997131
X	AL353804.3	73944332
X	AL353804.5	73944595
X	AL353804.1	73948973
X	AL353804.2	73969485
X	RPSAP14	74031462
X	SHISA5P2	74066083
X	AARSD1P1	74069276
X	UHRF2P1	74105572
X	DDX3P1	74121012
X	AL359740.1	74122725
X	DDX3P2	74133114
X	MKRN5P	74162528
X	ATP5MDP1	74173890
X	BMP2KL	74185929
X	RAB11FIP1P1	74202834
X	Z83843.1	74213660
X	MIR421	74218461
X	MIR374B	74218618
X	MIR374C	74218549
X	RN7SL648P	74242908
X	AC004386.6	74274341
X	AC004386.2	74280402
X	AC004386.3	74280936
X	AC004386.4	74281703
X	MIR545	74287209
X	MIR374A	74287357
X	AC004386.5	74293357
X	ZCCHC13	74304180
X	AC004386.1	74342860
X	RPS6P26	74376885
X	RN7SL790P	74390692
X	THAP12P1	74399550
X	RPS7P14	74409518
X	SLC16A2	74421493
X	SLC16A2	74421892
X	SLC16A2	74521120
X	HNRNPA1P25	74473953
X	RLIM	74614624
X	RLIM	74614617
X	PABPC1P3	74583546
X	RNU6-330P	74680053
X	NEXMIF	74925452
X	NEXMIF	74925472
X	AL139395.1	74769639
X	ABCB7	75156283
X	ABCB7	75156022
X	ABCB7	75156279
X	ABCB7	75156286
X	ABCB7	75156282
X	ABCB7	75156272
X	ABCB7	75156064
X	ABCB7	75062627
X	ABCB7	75156133
X	ABCB7	75073902
X	ABCB7	75071581
X	ABCB7	75156732
X	UPRT	75156388
X	UPRT	75274085
X	UPRT	75274090
X	UPRT	75274116
X	UPRT	75274127
X	UPRT	75274728
X	UPRT	75285434
X	UPRT	75293472
X	BUD31P2	75201491
X	RNU6-562P	75202703
X	TERF1P7	75327999
X	ZDHHC15	75523037
X	ZDHHC15	75523010
X	ZDHHC15	75523502
X	RPL21P134	75384346
X	PCNPP4	75538702
X	BRAFP1	75582676
X	TTC3P1	75746911
X	MAGEE2	75785254
X	SAR1AP4	75884546
X	FOXN3P2	75888700
X	AL451105.1	75903105
X	ARL5AP5	76029895
X	PBDC1	76173062
X	PBDC1	76173040
X	MMADHCP1	76222637
X	RNU6-867P	76244968
X	AC233981.1	76251796
X	LDHBP2	76335845
X	MAGEE1	76427710
X	RNA5SP508	76655127
X	TRAPPC13P1	76656559
X	MIR325HG	77014532
X	MIR325HG	77014284
X	MIR325HG	77014283
X	MIR325HG	77014500
X	MIR325HG	77014468
X	MIR325HG	77014502
X	MIR325HG	77014479
X	MIR384	76919360
X	MIR325	77005501
X	RNA5SP509	77066709
X	SPRYD7P1	77374212
X	FGF16	77447389
X	ATRX	77786216
X	ATRX	77634251
X	ATRX	77596875
X	ATRX	77522468
X	ATRX	77521421
X	ATRX	77561708
X	ATRX	77600540
X	ATRX	77575605
X	ATRX	77589872
X	ATRX	77600755
X	ATRX	77634256
X	ATRX	77633321
X	ATRX	77652276
X	ATRX	77652150
X	ATRX	77786220
X	ATRX	77682141
X	ATRX	77786208
X	ATRX	77786225
X	ATRX	77698580
X	ATRX	77693833
X	ATRX	77786233
X	ATRX	77786204
X	FABP5P15	77727867
X	MAGT1	77895593
X	MAGT1	77895568
X	MAGT1	77895435
X	MAGT1	77895424
X	MAGT1	77895440
X	RNU6-854P	77837289
X	RN7SL460P	77885377
X	COX7B	77899440
X	COX7B	77899463
X	COX7B	77899468
X	COX7B	77899485
X	ATP7A	77910693
X	ATP7A	77910738
X	ATP7A	77910739
X	ATP7A	77910740
X	ATP7A	77910656
X	PGK1	77910739
X	PGK1	78065188
X	PGK1	78065216
X	PGK1	78104248
X	PGK1	78122839
X	PGK1	78124944
X	AL356235.1	77910741
X	AL356235.1	77962553
X	PGAM4	77969638
X	TAF9B	78139650
X	TAF9B	78139622
X	FNDC3CP	78172422
X	CYSLTR1	78327611
X	CYSLTR1	78327551
X	CYSLTR1	78327691
X	HMGN1P34	78520186
X	UBE2V1P7	78554751
X	RTL3	78659328
X	PPATP2	78699891
X	LPAR4	78747709
X	LPAR4	78747728
X	LPAR4	78747731
X	LPAR4	78747734
X	RPL7P54	78763226
X	MIR4328	78901249
X	P2RY10	78945421
X	P2RY10	78945391
X	P2RY10	78945332
X	P2RY10BP	79084936
X	GPR174	79144688
X	CTHRC1P1	79177668
X	KIF4CP	79323446
X	ITM2A	79367334
X	ITM2A	79366927
X	ITM2A	79367318
X	ITM2A	79363556
X	ITM2A	79367667
X	ITM2A	79367552
X	CORO1CP1	79370165
X	TBX22	80014756
X	TBX22	80014769
X	TBX22	80022242
X	TBX22	80023069
X	TBX22	80014753
X	CHMP1B2P	80335364
X	CHMP1B2P	80335227
X	TENT5D	80420466
X	TENT5D	80335504
X	HNRNPH3P1	80529037
X	WBP11P3	80560146
X	HK2P1	80574607
X	BRWD3	80809877
X	BRWD3	80722573
X	BRWD3	80719570
X	BRWD3	80734145
X	BRWD3	80809683
X	PSMA1P1	80709928
X	AL590031.1	80857202
X	RNU6-493P	80900757
X	VDAC1P1	80929500
X	RNU6-995P	80936434
X	AL391294.1	81004217
X	HMGN5	81201913
X	HMGN5	81121688
X	HMGN5	81121638
X	HMGN5	81121683
X	HMGN5	81201886
X	SH3BGRL	81202102
X	SH3BGRL	81202128
X	SH3BGRL	81202630
X	SH3BGRL	81255494
X	AL359885.1	81363268
X	AL445213.1	81408938
X	AL445213.2	81475532
X	PDK1P2	81600072
X	RNU6-974P	82001327
X	EIF3JP1	82497924
X	RPL22P22	82506812
X	AL109931.1	82561201
X	EIF3MP1	82875649
X	ATG4AP1	82998699
X	Z82170.1	83509214
X	POU3F4	83508290
X	POMPP1	83560312
X	TERF1P4	83749939
X	CYLC1	83861146
X	CYLC1	83861126
X	RPS6KA6	84188199
X	RPS6KA6	84106461
X	RPS6KA6	84187898
X	RPS6KA6	84186141
X	MIR548I4	84225828
X	HDX	84502453
X	HDX	84469576
X	HDX	84502479
X	AL450471.1	84404024
X	SETP4	84755136
X	UBE2DNL	84934151
X	UBE2DNL	84934242
X	UBE2DNL	84934260
X	UBE2DNL	84934540
X	Z83820.1	84973217
X	APOOL	85003877
X	APOOL	85046301
X	SATL1	85109048
X	SATL1	85243911
X	SATL1	85243779
X	SATL1	85243870
X	SATL1	85108968
X	Z99571.1	85143427
X	AC003001.2	85207187
X	AC003001.1	85210684
X	AC003001.1	85210690
X	AC003001.1	85210712
X	AC003001.1	85210738
X	ZNF711	85243991
X	ZNF711	85244032
X	ZNF711	85244084
X	ZNF711	85244765
X	POF1B	85379665
X	POF1B	85379717
X	MIR1321	85835780
X	SFR1P2	85850139
X	AL022401.1	85851682
X	CHM	86047558
X	CHM	86047305
X	CHM	86047539
X	CHM	85981809
X	CHM	86047561
X	MIR361	85903707
X	Y_RNA	86019608
X	NDUFA5P7	86066468
X	STIP1P3	86086339
X	TPMTP4	86129570
X	DACH2	86148458
X	DACH2	86148460
X	DACH2	86148621
X	DACH2	86148451
X	DACH2	86262968
X	DACH2	86714652
X	DACH2	86514264
X	EEF1A1P29	86161359
X	GEMIN8P3	86304367
X	U6	86481028
X	FCF1P9	86481532
X	COPS8P1	86799226
X	Z82210.1	86888586
X	AL590229.2	87144748
X	AL590229.1	87146733
X	Z96811.1	87425690
X	KLHL4	87517409
X	KLHL4	87517802
X	KLHL4	87517814
X	RPSAP15	87704203
X	Z83818.2	87750883
X	Z83818.1	87723238
X	RPL34P36	87806769
X	MRPS22P1	87809883
X	TMEM184CP1	88062844
X	CAPZA1P1	88097225
X	AL024493.1	88148792
X	AL929325.1	88369343
X	CPXCR1	88747225
X	CPXCR1	88747235
X	CPXCR1	88749318
X	AL022154.1	88829858
X	AL645638.1	88908403
X	AL731768.1	88982353
X	SRIP2	89367600
X	AL121872.1	89423738
X	TGIF2LX	89921908
X	TGIF2LX	89921956
X	STAU2P1	90039834
X	USP12PX	90112650
X	AL121873.1	90209418
X	RNF19BPX	90210420
X	UBE2V1P9	90289903
X	RNU6-555P	90597340
X	AL121823.1	91307781
X	PABPC5-AS1	91434999
X	AL662874.1	91422309
X	PABPC5	91434595
X	PABPC5	91434839
X	SERBP1P4	91561597
X	PCDH11X	91779261
X	PCDH11X	91834660
X	PCDH11X	91835505
X	RNU2-26P	91798093
X	VDAC1P3	91983505
X	EIF4A1P10	92114461
X	KRT18P11	92459670
X	SNX3P1X	92515497
X	RPL26P36	92676954
X	TUSC2P2	92770855
X	DLGAP5P2	93042490
X	AP2B1P1	93225015
X	ST13P18	93288759
X	NT5DC1P1	93389497
X	RPL7P55	93573834
X	NAP1L3	93673578
X	NAP1L3	93673568
X	FAM133A	93674206
X	FAM133A	93674013
X	USP37P1	93777384
X	RNU6-332P	94003922
X	Y_RNA	94178005
X	TUBB4BP8	94319038
X	PAICSP7	94639570
X	CCNB1IP1P3	94777567
X	MIR548M	95063226
X	AL022161.1	95453369
X	CALM1P1	95499604
X	RNA5SP510	95582064
X	GTF3C6P1	95584303
X	HNRNPDLP3	95610578
X	HNRNPDLP1	95638375
X	RPS7P13	95679627
X	AL365400.1	95720243
X	KAT7P1	95974315
X	RN7SL379P	96023360
X	AL137845.1	96071778
X	AL022151.1	96372715
X	AL022151.1	96372889
X	AL022151.1	96372567
X	AL022151.1	96359624
X	RPS29P28	96195477
X	BRDTP1	96337912
X	RN7SKP194	96410782
X	SKP2P1	96620654
X	DIAPH2	96684712
X	DIAPH2	96684842
X	DIAPH2	96684663
X	DIAPH2	96685017
X	Y_RNA	96701619
X	RPA4	96883908
X	NDUFB5P2	96954195
X	Metazoa_SRP	97081674
X	RN7SL74P	97341046
X	DIAPH2-AS1	97564505
X	DIAPH2-AS1	97564533
X	DIAPH2-AS1	97617259
X	DIAPH2-AS1	97642589
X	AL354685.1	97847263
X	NCKAP1P1	97906644
X	KPNB1P1	97978641
X	RPL6P29	98251679
X	AL357312.1	98348748
X	EEF1A1P15	98389512
X	HMGB1P32	98422138
X	AL157778.1	98450688
X	AL157778.1	98573810
X	AL157778.1	98573859
X	AL157778.1	98573875
X	TEX101P1	99656997
X	XRCC6P5	99721158
X	B3GNT2P1	99887691
X	AL359641.1	100100084
X	CTDSPL2P1	100151340
X	RPSAP8	100156773
X	PCDH19	100406515
X	PCDH19	100296300
X	PCDH19	100408597
X	PCDH19	100410273
X	TNMD	100584936
X	TNMD	100593624
X	TSPAN6	100636806
X	TSPAN6	100637104
X	TSPAN6	100636689
X	TSPAN6	100639991
X	SRPX2	100644195
X	SRPX2	100644199
X	SRPX2	100644221
X	SRPX2	100646086
X	SRPX2	100646323
X	SRPX2	100649480
X	SRPX2	100650186
X	SRPX2	100650577
X	SRPX2	100661980
X	SRPX2	100666927
X	SYTL4	100731510
X	SYTL4	100678783
X	SYTL4	100731534
X	SYTL4	100732121
X	SYTL4	100732120
X	SYTL4	100732123
X	PPIAP89	100800784
X	RAD21P1	100801188
X	Z95327.2	100817174
X	CSTF2	100820391
X	CSTF2	100820417
X	CSTF2	100820536
X	CSTF2	100820359
X	Z95327.1	100822752
X	NOX1	100874359
X	NOX1	100874209
X	NOX1	100850336
X	NOX1	100874345
X	HNRNPA1P26	100856379
X	HNRNPA1P27	100888590
X	NSA2P3	100910712
X	XKRX	100928917
X	XKRX	100929433
X	CSGALNACT2P1	100956593
X	ARL13A	100969708
X	ARL13A	100986796
X	ARL13A	100987404
X	TRMT2B	101052054
X	TRMT2B	101052070
X	TRMT2B	101052111
X	TRMT2B	101052082
X	TRMT2B	101037539
X	TRMT2B	101052116
X	TRMT2B-AS1	101094476
X	TMEM35A	101078879
X	TMEM35A	101081497
X	CENPI	101098218
X	CENPI	101098221
X	CENPI	101100437
X	CENPI	101101048
X	YWHAQP8	101191409
X	DRP2	101219769
X	DRP2	101219786
X	DRP2	101219995
X	DRP2	101231545
X	DRP2	101219944
X	TAF7L	101293057
X	TAF7L	101287805
X	TAF7L	101291334
X	RNU6-934P	101325404
X	NANOGNBP3	101338289
X	RPL21P132	101339917
X	TIMM8A	101348685
X	TIMM8A	101348742
X	TIMM8A	101348575
X	BTK	101375284
X	BTK	101386224
X	BTK	101390796
X	BTK	101386191
X	BTK	101353984
X	BTK	101354221
X	BTK	101356804
X	BTK	101358361
X	BTK	101362815
X	BTK	101386148
X	RPL36A	101390824
X	RPL36A	101390890
X	RPL36A	101390989
X	RPL36A	101391011
X	RPL36A	101391016
X	RPL36A	101391114
X	RPL36A	101391202
X	RPL36A	101395153
X	RPL36A-HNRNPH2	101391011
X	RPL36A-HNRNPH2	101391012
X	GLA	101407990
X	GLA	101407964
X	GLA	101407908
X	GLA	101407925
X	GLA	101407822
X	GLA	101407901
X	GLA	101407912
X	GLA	101407903
X	GLA	101407831
X	GLA	101407962
X	GLA	101407833
X	GLA	101408012
X	HNRNPH2	101408222
X	ARMCX4	101418287
X	ARMCX4	101418298
X	ARMCX4	101418299
X	ARMCX4	101418782
X	ARMCX4	101485254
X	ARMCX4	101485433
X	ARMCX4	101485453
X	ARMCX4	101485456
X	ARMCX4	101485475
X	ARMCX4	101488044
X	PPIAP90	101444103
X	PRKCIP1	101539276
X	ARMCX1	101550547
X	ARMCX7P	101597510
X	ARMCX7P	101598017
X	ARMCX6	101617910
X	ARMCX6	101618000
X	ARMCX6	101617913
X	ARMCX6	101617976
X	ARMCX6	101617914
X	ARMCX6	101618001
X	ARMCX3	101622797
X	ARMCX3	101623151
X	ARMCX3	101623127
X	ARMCX3	101623128
X	ARMCX3	101623175
X	ARMCX3	101623256
X	ARMCX3	101623361
X	ARMCX3-AS1	101624164
X	AC234775.2	101627868
X	RNU6-30P	101634112
X	AC234775.3	101640421
X	ARMCX2	101658649
X	ARMCX2	101659844
X	ARMCX2	101659850
X	ARMCX2	101659834
X	ARMCX2	101658621
X	ARMCX2	101659835
X	ARMCX2	101659831
X	ARMCX2	101658594
X	ARMCX2	101659796
X	ARMCX2	101659836
X	ARMCX2	101659833
X	ARMCX2	101659177
X	ARMCX2	101659830
X	AC234775.1	101683780
X	RNU6-587P	101691580
X	FO082842.1	101721709
X	GK4P	101780538
X	NXF5	101857577
X	NXF5	101843278
X	ZMAT1	101931764
X	ZMAT1	101932079
X	ZMAT1	101890221
X	ZMAT1	101932031
X	ZMAT1	101932027
X	ZMAT1	101887726
X	ZMAT1	101918633
X	Z68868.1	101911529
X	RNU6-345P	101915589
X	H2BP8	101989872
X	C3orf49P1	102006883
X	MTND6P13	102009046
X	TCEAL2	102125688
X	TCEAL2	102125703
X	TCEAL2	102125727
X	TCEAL2	102125679
X	TCEAL6	102142505
X	TCEAL6	102142970
X	Z70719.1	102142588
X	BEX5	102155977
X	BEX5	102155790
X	TCP11X3P	102173100
X	TCP11X3P	102182315
X	TCP11X1	102215301
X	TCP11X1	102215307
X	TCP11X1	102215839
X	NXF2	102247167
X	NXF2	102307022
X	AC234791.1	102259043
X	AC235565.2	102463274
X	AC235565.2	102463164
X	AC235565.2	102471812
X	NXF2B	102380093
X	NXF2B	102439932
X	NXF2B	102365826
X	AC235565.1	102428080
X	TCP11X2	102471812
X	TCP11X2	102471842
X	TCP11X2	102463504
X	TMSB15A	102516739
X	FOXN3P1	102548213
X	NXF4	102549965
X	NXF4	102561935
X	ARMCX5	102599168
X	ARMCX5	102599510
X	ARMCX5	102599520
X	ARMCX5	102599522
X	ARMCX5	102599538
X	ARMCX5	102601137
X	ARMCX5-GPRASP2	102599512
X	ARMCX5-GPRASP2	102599520
X	ARMCX5-GPRASP2	102599525
X	ARMCX5-GPRASP2	102599526
X	ARMCX5-GPRASP2	102599537
X	ARMCX5-GPRASP2	102599540
X	ARMCX5-GPRASP2	102637817
X	AL035427.1	102659712
X	H3P45	102615820
X	GPRASP1	102651092
X	GPRASP1	102651366
X	GPRASP1	102652846
X	GPRASP1	102651483
X	AL035427.2	102659983
X	RNU6-589P	102678813
X	BEND7P1	102705784
X	GPRASP2	102712176
X	GPRASP2	102712390
X	GPRASP2	102712445
X	ARMCX5-GPRASP2	102712495
X	BHLHB9	102720688
X	BHLHB9	102720726
X	BHLHB9	102720743
X	BHLHB9	102720764
X	BHLHB9	102746094
X	BHLHB9	102745979
X	LINC00630	102769161
X	LINC00630	102769179
X	LINC00630	102769181
X	LINC00630	102769218
X	LINC00630	102839908
X	LINC00630	102769176
X	LINC00630	102769158
X	LINC00630	102769184
X	LINC00630	102826500
X	LINC00630	102864017
X	LINC00630	102769187
X	LINC00630	102769301
X	LINC00630	102827032
X	MTND1P32	102785667
X	MTND2P2	102786813
X	MTCO1P19	102796251
X	MTCO2P19	102797531
X	MTATP6P19	102798396
X	MTCO3P19	102799563
X	MTND4P32	102799942
X	MTND5P26	102803041
X	MTND6P32	102806646
X	MTCYBP32	102806741
X	Z68871.1	102884414
X	Z68871.1	102897581
X	RAB40AL	102937272
X	Z95624.1	102940561
X	Z93943.1	102945971
X	NUDT19P2	103007461
X	BEX1	103064171
X	NXF3	103093143
X	NXF3	103081735
X	NXF3	103079727
X	NXF3	103080148
X	NXF3	103083672
X	NXF3	103080734
X	NXF3	103083480
X	Z75746.1	103087198
X	RPSAP59	103206899
X	BEX4	103215108
X	BEX4	103215124
X	TCEAL8	103255185
X	TCEAL8	103255155
X	TCEAL8	103255192
X	Z68694.1	103259581
X	TCEAL5	103276750
X	BEX2	103310990
X	BEX2	103311007
X	BEX2	103310935
X	BEX2	103310955
X	TCEAL7	103330239
X	TCEAL7	103330229
X	Z92846.1	103347729
X	TCEAL9	103356489
X	TCEAL9	103356506
X	TCEAL9	103356518
X	BEX3	103376538
X	BEX3	103376395
X	BEX3	103376407
X	BEX3	103376916
X	AL117327.1	103404777
X	AL117327.1	103404805
X	AL117327.1	103404818
X	Z69733.1	103497523
X	Z69733.1	103486461
X	Z69733.1	103490551
X	RAB40A	103519489
X	RAB40A	103502875
X	AL021308.1	103573278
X	TCEAL4	103576231
X	TCEAL4	103585492
X	TCEAL4	103585505
X	TCEAL4	103585515
X	TCEAL4	103585517
X	TCEAL4	103585523
X	TCEAL4	103585528
X	TCEAL4	103585533
X	TCEAL4	103585563
X	TCEAL4	103585578
X	TCEAL4	103585615
X	TCEAL4	103586136
X	Z73965.1	103596608
X	TCEAL3	103607451
X	TCEAL3	103607906
X	TCEAL3	103607963
X	TCEAL3	103607971
X	TCEAL3-AS1	103626492
X	TCEAL1	103628704
X	TCEAL1	103628975
X	TCEAL1	103628984
X	TCEAL1	103628999
X	CNEP1R1P1	103652106
X	MORF4L2	103688064
X	MORF4L2	103686699
X	MORF4L2	103686818
X	MORF4L2	103688158
X	MORF4L2	103688038
X	MORF4L2	103688041
X	MORF4L2	103686709
X	MORF4L2	103688122
X	MORF4L2	103686705
X	MORF4L2	103685505
X	MORF4L2	103686684
X	MORF4L2	103686816
X	MORF4L2	103688027
X	MORF4L2-AS1	103687284
